Document Number,Amount in local currency,Supplier,Document Type
110003454,-1000.0,E001107,AB
Clearing Document 200011941,-1000.0,,
110003444,-550.0,E001262,AB
Clearing Document 200011942,-550.0,,
110003443,-750.0,E001271,AB
110003448,-1000.0,E001271,AB
Clearing Document 200011943,-1750.0,,
110003445,-750.0,E001375,AB
110003456,-640.0,E001375,AB
Clearing Document 200011944,-1390.0,,
110003452,-1000.0,E001515,AB
Clearing Document 200011945,-1000.0,,
110003414,-304.0,E000644,AB
Clearing Document 200011947,-304.0,,
110003438,-2257.5,E001180,AB
Clearing Document 200011948,-2257.5,,
110003439,-342.5,E001180,AB
Clearing Document 200011949,-342.5,,
110003440,-331.52,E001549,AB
Clearing Document 200011950,-331.52,,
110003461,-500.0,E000384,AB
Clearing Document 200011957,-500.0,,
110003447,-444.1,E001013,AB
Clearing Document 200011964,-444.1,,
110003449,-440.0,E001410,AB
Clearing Document 200011965,-440.0,,
110003450,-8.0,E001540,AB
Clearing Document 200011966,-8.0,,
110003457,-246.51,E001036,AB
Clearing Document 200011975,-246.51,,
110003455,-200.5,E001049,AB
Clearing Document 200011976,-200.5,,
110003453,-310.0,E000487,AB
Clearing Document 200011977,-310.0,,
110003451,-750.0,E000487,AB
Clearing Document 200011978,-750.0,,
110003412,-309.0,E001216,AB
Clearing Document 200011984,-309.0,,
110003411,-231.7,E000304,AB
Clearing Document 200011985,-231.7,,
110003441,-750.0,E001050,AB
Clearing Document 200011986,-750.0,,
110003473,-693.5,E001380,AB
Clearing Document 200011988,-693.5,,
110003432,-476.04,E000285,AB
Clearing Document 200011989,-476.04,,
110003324,-52.0,E000970,AB
Clearing Document 200011992,-52.0,,
110003408,-130.0,E001231,AB
Clearing Document 200011993,-130.0,,
110003193,-537.5,E001503,AB
Clearing Document 200011994,-537.5,,
110003474,-2000.0,E001081,AB
Clearing Document 200012038,-2000.0,,
110003446,-1000.0,E001461,AB
Clearing Document 200012043,-1000.0,,
110003458,-123.64,E000483,AB
Clearing Document 200012049,-123.64,,
110003462,-25.2,E000790,AB
110003463,-22.1,E000790,AB
110003464,-22.1,E000790,AB
110003465,-17.0,E000790,AB
110003466,-27.2,E000790,AB
110003467,-215.8,E000790,AB
110003468,-23.8,E000790,AB
Clearing Document 200012050,-353.2,,
110003460,-11.9,E001256,AB
Clearing Document 200012051,-11.9,,
110003469,-639.63,E001267,AB
Clearing Document 200012052,-639.63,,
110003459,-2.06,E001409,AB
Clearing Document 200012053,-2.06,,
110003470,-281.5,E000229,AB
Clearing Document 200012084,-281.5,,
110003471,-1279.85,E001362,AB
Clearing Document 200012085,-1279.85,,
110003491,-110.0,E000225,AB
110003492,-20.0,E000225,AB
110003493,-140.0,E000225,AB
Clearing Document 200012096,-270.0,,
110003483,-648.0,E000639,AB
Clearing Document 200012097,-648.0,,
110003490,-153.32,E001120,AB
Clearing Document 200012101,-153.32,,
110003481,-400.0,E000767,AB
Clearing Document 200012102,-400.0,,
110003482,-400.0,E001069,AB
Clearing Document 200012103,-400.0,,
110003484,-380.0,E001371,AB
Clearing Document 200012104,-380.0,,
110003506,-300.0,E000633,AB
Clearing Document 200012150,-300.0,,
110003507,-300.0,E001069,AB
Clearing Document 200012151,-300.0,,
110003555,-814.2,E000867,AB
Clearing Document 200012289,-814.2,,
110003415,-96.5,E000913,AB
110003416,-92.5,E000913,AB
Clearing Document 200012291,-189.0,,
110003417,-64.5,E000913,AB
Clearing Document 200012292,-64.5,,
110003540,-87.5,E000913,AB
110003542,-87.5,E000913,AB
Clearing Document 200012293,-175.0,,
110003552,-466.0,E000924,AB
Clearing Document 200012294,-466.0,,
110003430,-18.4,E001156,AB
Clearing Document 200012296,-18.4,,
110003427,-30.6,E001247,AB
110003428,-69.7,E001247,AB
Clearing Document 200012298,-100.3,,
110003544,-466.0,E001247,AB
Clearing Document 200012299,-466.0,,
110003545,-10.2,E001247,AB
110003546,-16.15,E001247,AB
110003547,-11.9,E001247,AB
Clearing Document 200012300,-38.25,,
110003431,-418.56,E001280,AB
Clearing Document 200012301,-418.56,,
110003543,-34.0,E001280,AB
110003548,-27.2,E001280,AB
110003549,-34.0,E001280,AB
Clearing Document 200012302,-95.2,,
110003429,-112.2,E001518,AB
Clearing Document 200012304,-112.2,,
110003553,-2100.3,E001211,AB
Clearing Document 200012359,-2100.3,,
110003554,-182.26,E001320,AB
Clearing Document 200012360,-182.26,,
110003556,-706.99,E000601,AB
Clearing Document 200012374,-706.99,,
110003557,-233.5,E001050,AB
Clearing Document 200012375,-233.5,,
110003559,-250.04,E000239,AB
Clearing Document 200012376,-250.04,,
110003538,-612.68,E000090,AB
Clearing Document 200012540,-612.68,,
110003537,-1017.95,E001440,AB
Clearing Document 200012541,-1017.95,,
110003522,-234.0,E000831,AB
Clearing Document 200012556,-234.0,,
110003523,-935.7,E001221,AB
Clearing Document 200012559,-935.7,,
110003524,-76.0,E001222,AB
110003525,-588.0,E001222,AB
Clearing Document 200012560,-664.0,,
110003526,-234.0,E001223,AB
Clearing Document 200012561,-234.0,,
110003527,-18.0,E001228,AB
Clearing Document 200012562,-18.0,,
110003528,4.0,E001240,AB
110003529,-234.0,E001240,AB
Clearing Document 200012564,-230.0,,
110003530,-17.5,E001276,AB
110003531,-17.5,E001276,AB
110003532,-17.5,E001276,AB
110003533,-136.5,E001276,AB
Clearing Document 200012568,-189.0,,
110003534,-436.0,E001463,AB
110003535,-637.5,E001463,AB
Clearing Document 200012570,-1073.5,,
110003584,-290.0,E000338,AB
Clearing Document 200012639,-290.0,,
110003582,-290.0,E001232,AB
Clearing Document 200012640,-290.0,,
110003583,-290.0,E001335,AB
Clearing Document 200012641,-290.0,,
110003571,-365.0,E001388,AB
Clearing Document 200012642,-365.0,,
110003585,-290.0,E001528,AB
Clearing Document 200012643,-290.0,,
110003576,-45.6,E000748,AB
Clearing Document 200012644,-45.6,,
110003572,-417.42,E001070,AB
Clearing Document 200012645,-417.42,,
110003573,-41.6,E001363,AB
110003574,-41.6,E001363,AB
Clearing Document 200012646,-83.2,,
110003588,-419.0,E000275,AB
Clearing Document 200012647,-419.0,,
110003587,-365.0,E001505,AB
Clearing Document 200012648,-365.0,,
110003608,-170.0,E000135,AB
110003609,-456.0,E000135,AB
Clearing Document 200012650,-626.0,,
110003601,-466.0,E001123,AB
Clearing Document 200012651,-466.0,,
110003610,-156.0,E001221,AB
Clearing Document 200012652,-156.0,,
110003602,-376.0,E001222,AB
Clearing Document 200012653,-376.0,,
110003603,-312.0,E001228,AB
110003604,-512.75,E001228,AB
Clearing Document 200012654,-824.75,,
110003605,-436.0,E001273,AB
110003606,-560.0,E001273,AB
110003607,-466.0,E001273,AB
Clearing Document 200012655,-1462.0,,
110003611,-160.0,E001276,AB
Clearing Document 200012656,-160.0,,
110003591,-78.4,E000308,AB
Clearing Document 200012687,-78.4,,
110003596,-559.42,E000330,AB
Clearing Document 200012688,-559.42,,
110003595,-29.75,E000544,AB
Clearing Document 200012689,-29.75,,
110003593,-527.5,E000679,AB
Clearing Document 200012690,-527.5,,
110003590,-659.4,E000764,AB
Clearing Document 200012691,-659.4,,
110003594,-127.5,E001015,AB
Clearing Document 200012692,-127.5,,
110003580,-204.4,E001054,AB
Clearing Document 200012693,-204.4,,
110003575,-584.0,E001198,AB
Clearing Document 200012694,-584.0,,
110003579,-56.3,E001316,AB
Clearing Document 200012695,-56.3,,
110003577,-201.26,E001516,AB
Clearing Document 200012696,-201.26,,
110003578,-1127.5,E001195,AB
Clearing Document 200012708,-1127.5,,
110003616,-720.5,E000763,AB
Clearing Document 200012710,-720.5,,
110003614,-140.0,E001295,AB
Clearing Document 200012711,-140.0,,
110003615,-40.0,E001307,AB
Clearing Document 200012712,-40.0,,
110003613,-45.0,E001476,AB
Clearing Document 200012713,-45.0,,
110003619,-115.72,E000527,AB
Clearing Document 200012714,-115.72,,
110003620,-172.0,E001120,AB
Clearing Document 200012721,-172.0,,
110003489,-323.0,E000263,AB
Clearing Document 200012770,-323.0,,
110003508,-183.0,E000784,AB
Clearing Document 200012771,-183.0,,
110003494,-61.2,E000881,AB
Clearing Document 200012772,-61.2,,
110003495,-238.0,E000965,AB
Clearing Document 200012773,-238.0,,
110003485,-28.0,E000997,AB
Clearing Document 200012774,-28.0,,
110003512,-505.88,E001006,AB
Clearing Document 200012775,-505.88,,
110003510,-890.23,E001064,AB
Clearing Document 200012776,-890.23,,
110003499,-78.2,E001101,AB
Clearing Document 200012777,-78.2,,
110003509,-433.15,E001414,AB
Clearing Document 200012778,-433.15,,
110003496,-172.0,E001531,AB
Clearing Document 200012779,-172.0,,
110003513,-170.75,E000098,AB
110003514,-110.0,E000098,AB
110003515,-110.0,E000098,AB
Clearing Document 200012780,-390.75,,
110003516,-203.9,E000278,AB
110003517,-437.37,E000278,AB
110003518,-257.0,E000278,AB
Clearing Document 200012781,-898.27,,
110003500,-1109.5,E000960,AB
110003501,-42.5,E000960,AB
110003502,-51.0,E000960,AB
110003503,-10.2,E000960,AB
110003504,-51.0,E000960,AB
Clearing Document 200012782,-1264.2,,
110003519,-304.64,E001278,AB
110003520,-206.28,E001278,AB
110003521,-533.48,E001278,AB
Clearing Document 200012783,-1044.4,,
110003511,-927.83,E001441,AB
Clearing Document 200012784,-927.83,,
110003621,-400.0,E001476,AB
Clearing Document 200012788,-400.0,,
110003638,-374.7,E001526,AB
Clearing Document 200012792,-374.7,,
110003623,-165.8,E000093,AB
Clearing Document 200012794,-165.8,,
110003622,-49.05,E000257,AB
Clearing Document 200012795,-49.05,,
110003626,-382.0,E000778,AB
110003633,-419.0,E000778,AB
Clearing Document 200012796,-801.0,,
110003624,-506.3,E000877,AB
110003654,-522.3,E000877,AB
Clearing Document 200012797,-1028.6,,
110003656,-791.15,E001236,AB
Clearing Document 200012798,-791.15,,
110003652,-78.65,E001334,AB
Clearing Document 200012799,-78.65,,
110003627,-258.82,E001336,AB
Clearing Document 200012800,-258.82,,
110003335,-1134.4,E000486,AB
110003410,370.0,E000486,AB
Clearing Document 200012851,-764.4,,
110003336,-856.99,E000954,AB
110003409,19.49,E000954,AB
Clearing Document 200012852,-837.5,,
110003629,-93.1,E000913,AB
Clearing Document 200012854,-93.1,,
110003630,-48.9,E000913,AB
110003631,-96.5,E000913,AB
Clearing Document 200012855,-145.4,,
110003660,-432.0,E000913,AB
Clearing Document 200012856,-432.0,,
110003641,-34.0,E000924,AB
Clearing Document 200012858,-34.0,,
110003632,-56.95,E000995,AB
110003640,-20.0,E000995,AB
Clearing Document 200012859,-76.95,,
110003661,-430.0,E000995,AB
Clearing Document 200012860,-430.0,,
110003659,-1703.45,E001175,AB
Clearing Document 200012864,-1703.45,,
110003646,-112.2,E001426,AB
Clearing Document 200012866,-112.2,,
110003651,-113.9,E001426,AB
Clearing Document 200012867,-113.9,,
110003653,-569.26,E001426,AB
Clearing Document 200012868,-569.26,,
110003658,-76.5,E001518,AB
Clearing Document 200012869,-76.5,,
110003600,-110.0,E000617,AB
Clearing Document 200012883,-110.0,,
110003568,-206.0,E000972,AB
110003569,-242.4,E000972,AB
Clearing Document 200012884,-448.4,,
110003597,-256.0,E001147,AB
110003598,-903.4,E001147,AB
110003599,-18.0,E001147,AB
Clearing Document 200012886,-1177.4,,
110003699,-2000.0,E000397,AB
Clearing Document 200012887,-2000.0,,
110003498,-272.0,E000777,AB
Clearing Document 200012910,-272.0,,
110003655,-83.3,E001518,AB
110003675,-79.5,E001518,AB
Clearing Document 200013038,-162.8,,
110003668,-20.0,E000812,AB
110003669,-1042.1,E000812,AB
Clearing Document 200013041,-1062.1,,
110003670,-843.4,E000512,AB
110003671,-402.0,E000512,AB
110003672,-682.5,E000512,AB
Clearing Document 200013056,-1927.9,,
110003674,-390.0,E000722,AB
Clearing Document 200013059,-390.0,,
110003673,-390.0,E001440,AB
Clearing Document 200013060,-390.0,,
110003260,-419.0,E001373,AB
Clearing Document 200013997,-419.0,,
110003700,-235.0,E001220,AB
110003701,-564.0,E001220,AB
Clearing Document 200014260,-799.0,,
110003702,-564.0,E001513,AB
Clearing Document 200014262,-564.0,,
110003698,-500.0,E000334,AB
Clearing Document 200015400,-500.0,,
110003695,-769.5,E000658,AB
Clearing Document 200015401,-769.5,,
110003697,-567.0,E001142,AB
Clearing Document 200015402,-567.0,,
110003696,-513.0,E001512,AB
Clearing Document 200015403,-513.0,,
110003680,-1232.04,E000398,AB
110003681,-314.57,E000398,AB
Clearing Document 200015405,-1546.61,,
110003685,-65.9,E000790,AB
110003686,-65.9,E000790,AB
110003687,-65.9,E000790,AB
110003688,-65.9,E000790,AB
110003689,-65.9,E000790,AB
110003690,-740.63,E000790,AB
Clearing Document 200015406,-1070.13,,
110003693,-25.0,E001110,AB
110003694,-81.02,E001110,AB
Clearing Document 200015407,-106.02,,
110003683,-473.7,E001278,AB
110003684,-36.73,E001278,AB
Clearing Document 200015408,-510.43,,
110003678,-448.5,E001342,AB
Clearing Document 200015409,-448.5,,
110003692,-57.9,E001395,AB
Clearing Document 200015410,-57.9,,
110003691,-72.25,E001539,AB
Clearing Document 200015411,-72.25,,
110003676,-76.45,E001561,AB
110003677,-812.61,E001561,AB
Clearing Document 200015412,-889.06,,
110003722,-600.0,E000934,AB
Clearing Document 200015875,-600.0,,
110003720,-550.0,E001073,AB
Clearing Document 200015876,-550.0,,
110003718,-450.0,E001424,AB
Clearing Document 200015877,-450.0,,
110003721,-430.0,E001441,AB
Clearing Document 200015878,-430.0,,
110003719,-860.0,E001461,AB
Clearing Document 200015879,-860.0,,
110003592,-100.0,E000186,AB
Clearing Document 200015887,-100.0,,
110003730,-384.5,E000212,AB
110003731,-273.0,E000212,AB
110003732,-849.5,E000212,AB
110003733,-102.0,E000212,AB
Clearing Document 200015899,-1609.0,,
110003736,-647.4,E000334,AB
Clearing Document 200015900,-647.4,,
110003679,-370.06,E000516,AB
Clearing Document 200015901,-370.06,,
110003734,-289.0,E000996,AB
Clearing Document 200015902,-289.0,,
110003737,-146.9,E001076,AB
110003738,-73.6,E001076,AB
Clearing Document 200015903,-220.5,,
110003723,-760.7,E001284,AB
110003724,-592.69,E001284,AB
110003725,-749.42,E001284,AB
110003726,-118.62,E001284,AB
110003727,-53.66,E001284,AB
110003728,-109.62,E001284,AB
110003729,-22.58,E001284,AB
Clearing Document 200015904,-2407.29,,
110003782,-1026.62,E001392,AB
Clearing Document 200015905,-1026.62,,
110003712,-16.15,E001247,AB
110003713,-10.2,E001247,AB
Clearing Document 200015908,-26.35,,
110003714,-242.9,E001541,AB
Clearing Document 200015909,-242.9,,
110003707,-175.5,E000418,AB
Clearing Document 200015924,-175.5,,
110003708,-149.1,E001010,AB
Clearing Document 200015925,-149.1,,
110003709,-186.5,E001303,AB
Clearing Document 200015926,-186.5,,
110003711,-137.0,E000167,AB
Clearing Document 200015927,-137.0,,
110003766,-184.49,E000253,AB
Clearing Document 200015942,-184.49,,
110003786,-652.93,E000334,AB
Clearing Document 200015943,-652.93,,
110003762,-20.0,E000358,AB
110003763,-77.9,E000358,AB
Clearing Document 200015944,-97.9,,
110003785,-807.56,E000364,AB
Clearing Document 200015945,-807.56,,
110003784,-848.36,E000524,AB
Clearing Document 200015946,-848.36,,
110003776,-219.38,E000621,AB
Clearing Document 200015947,-219.38,,
110003767,-561.6,E000654,AB
Clearing Document 200015948,-561.6,,
110003765,-249.0,E000767,AB
Clearing Document 200015949,-249.0,,
110003783,-876.13,E000935,AB
Clearing Document 200015950,-876.13,,
110003777,-40.3,E001480,AB
110003778,-17.85,E001480,AB
Clearing Document 200015951,-58.15,,
110003781,-500.0,E001454,AB
Clearing Document 200015961,-500.0,,
110003809,-163.0,E001393,AB
Clearing Document 200015962,-163.0,,
110003822,-73.1,E000031,AB
110003823,-22.95,E000031,AB
Clearing Document 200015964,-96.05,,
110003817,-242.13,E000264,AB
110003818,-240.0,E000264,AB
110003819,-78.8,E000264,AB
Clearing Document 200015965,-560.93,,
110003820,-1395.12,E000638,AB
110003821,-50.25,E000638,AB
Clearing Document 200015966,-1445.37,,
110003824,-518.3,E000762,AB
110003825,-800.98,E000762,AB
Clearing Document 200015967,-1319.28,,
110003826,-74.05,E000916,AB
110003827,-101.19,E000916,AB
110003828,-92.44,E000916,AB
Clearing Document 200015968,-267.68,,
110003830,-115.5,E001108,AB
110003831,-170.75,E001108,AB
Clearing Document 200015969,-286.25,,
110003812,-759.4,E001200,AB
Clearing Document 200015970,-759.4,,
110003816,-165.0,E001424,AB
Clearing Document 200015971,-165.0,,
110003807,-324.0,E000430,AB
Clearing Document 200015972,-324.0,,
110003800,-547.65,E000480,AB
110003802,-805.88,E000480,AB
Clearing Document 200015973,-1353.53,,
110003787,-57.5,E000547,AB
Clearing Document 200015974,-57.5,,
110003814,-1033.48,E001003,AB
Clearing Document 200015975,-1033.48,,
110003805,-168.62,E001152,AB
110003806,-28.6,E001152,AB
Clearing Document 200015976,-197.22,,
110003808,-324.0,E001254,AB
Clearing Document 200015977,-324.0,,
110003813,-752.98,E001278,AB
Clearing Document 200015978,-752.98,,
110003815,-183.7,E001357,AB
Clearing Document 200015979,-183.7,,
110003832,-500.0,E000690,AB
Clearing Document 200015992,-500.0,,
110003834,-630.0,E001107,AB
Clearing Document 200015993,-630.0,,
110003833,-648.0,E001515,AB
Clearing Document 200015994,-648.0,,
110003838,-121.44,E000805,AB
Clearing Document 200016009,-121.44,,
110003841,-115.5,E001179,AB
Clearing Document 200016010,-115.5,,
110003842,-49.5,E001213,AB
Clearing Document 200016011,-49.5,,
110003855,-1000.0,E001018,AB
Clearing Document 200016035,-1000.0,,
110003858,-187.1,E001048,AB
110003859,-72.8,E001048,AB
Clearing Document 200016036,-259.9,,
110003839,-1000.0,E001115,AB
Clearing Document 200016037,-1000.0,,
110003854,-1000.0,E001162,AB
Clearing Document 200016038,-1000.0,,
110003843,-1000.0,E001315,AB
110003857,-470.0,E001315,AB
Clearing Document 200016039,-1470.0,,
110003840,-1000.0,E001404,AB
110003856,-170.0,E001404,AB
Clearing Document 200016040,-1170.0,,
110003864,-1500.0,E000448,AB
Clearing Document 200016043,-1500.0,,
110003863,-1500.0,E001441,AB
Clearing Document 200016044,-1500.0,,
110003829,-683.5,E000572,AB
Clearing Document 200016045,-683.5,,
